Gene_Name,Gene_ID,TF,Strand,Start,End
C19orf66,ENSG00000130813,IRF7,+,1088,1101
C19orf66,ENSG00000130813,IRF7,+,1103,1116
C19orf66,ENSG00000130813,IRF9,+,728,743
CCL2,ENSG00000108691,IRF3,+,886,903
CCL2,ENSG00000108691,IRF7,+,885,898
CCL2,ENSG00000108691,IRF7,+,891,904
CCL2,ENSG00000108691,IRF7,+,2296,2309
PARP10,ENSG00000178685,IRF7,+,551,564
SLC25A28,ENSG00000155287,IRF3,+,1534,1551
SLC25A28,ENSG00000155287,IRF3,+,1566,1583
SLC25A28,ENSG00000155287,IRF3,+,1616,1633
SLC25A28,ENSG00000155287,IRF3,+,1674,1691
SLC25A28,ENSG00000155287,IRF7,+,169,182
SLC25A28,ENSG00000155287,IRF7,+,196,209
SLC25A28,ENSG00000155287,IRF7,+,255,268
SLC25A28,ENSG00000155287,IRF7,+,1535,1548
SLC25A28,ENSG00000155287,IRF7,+,1539,1552
SLC25A28,ENSG00000155287,IRF7,+,1554,1567
SLC25A28,ENSG00000155287,IRF7,+,1567,1580
SLC25A28,ENSG00000155287,IRF7,+,1571,1584
SLC25A28,ENSG00000155287,IRF7,+,1639,1652
SLC25A28,ENSG00000155287,IRF7,+,2099,2112
SLC25A28,ENSG00000155287,IRF7,+,2399,2412
ICAM1,ENSG00000090339,IRF7,+,442,455
ICAM1,ENSG00000090339,IRF7,+,649,662
ICAM1,ENSG00000090339,IRF7,+,2306,2319
IRF2,ENSG00000168310,IRF3,+,2745,2762
IRF2,ENSG00000168310,IRF7,+,921,934
IRF2,ENSG00000168310,IRF7,+,1009,1022
IRF2,ENSG00000168310,IRF7,+,1015,1028
IRF2,ENSG00000168310,IRF7,+,2474,2487
IRF2,ENSG00000168310,IRF7,+,2744,2757
IRF2,ENSG00000168310,IRF7,+,2750,2763
IRF2,ENSG00000168310,IRF9,+,2748,2763
ZCCHC2,ENSG00000141664,IRF3,+,391,408
ZCCHC2,ENSG00000141664,IRF7,+,1316,1329
ZCCHC2,ENSG00000141664,IRF7,+,1873,1886
ZCCHC2,ENSG00000141664,IRF7,+,1963,1976
RNF19B,ENSG00000116514,IRF7,+,1960,1973
RNF19B,ENSG00000116514,IRF7,+,2281,2294
IFI16,ENSG00000163565,IRF3,+,1690,1707
IFI16,ENSG00000163565,IRF7,+,944,957
IFI16,ENSG00000163565,IRF7,+,1695,1708
IFI16,ENSG00000163565,IRF7,+,1711,1724
SLC2A12,ENSG00000146411,IRF7,+,12,25
SLC2A12,ENSG00000146411,IRF7,+,2358,2371
SLC2A12,ENSG00000146411,IRF7,+,2982,2995
SLC6A9,ENSG00000196517,IRF7,+,1688,1701
SLC6A9,ENSG00000196517,IRF7,+,1694,1707
SLC6A9,ENSG00000196517,IRF7,+,1992,2005
SLC6A9,ENSG00000196517,IRF7,+,2039,2052
RAB20,ENSG00000139832,IRF3,+,111,128
RAB20,ENSG00000139832,IRF7,+,503,516
RAB20,ENSG00000139832,IRF7,+,1289,1302
RAB20,ENSG00000139832,IRF7,+,2314,2327
RAB20,ENSG00000139832,IRF7,+,2462,2475
B3GALNT1,ENSG00000169255,IRF7,+,1536,1549
B3GALNT1,ENSG00000169255,IRF7,+,2860,2873
PML,ENSG00000140464,IRF7,+,101,114
PML,ENSG00000140464,IRF7,+,1400,1413
